title,company,location,date,url
"Credit Underwriting
Credit Underwriting",Pama Finance - פמה מימון,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4403072174/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=hzEuPRoX3YWX2H7n%2FaIqZg%3D%3D&trackingId=xhBHupoqZVyzW1y8dxMRwA%3D%3D&trk=flagship3_search_srp_jobs
"Presales Engineer
Presales Engineer",Panera Security,"Hod HaSharon, Center District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4400499544/?eBP=CwEAAAGdpe3EFBNxHczWMMQCfDoGKWM07QyrFMpoBi-FK4p3Fi-7lMZO5M-4oTVdYZI0-Eq9SGMwqz2DtnT2X6rxB_akDtA54kL2K_uoEee49jsjL0sNOShd-swNG71pll6JoK3mp4nSHRRzpI328pH6s5xtoVdQ6cf2TTPOYNZjN8dgJwMDpCXa-mlfDbY6i7wgXra3B5Y36wQfBZBDpvNoZ9j0LlJ3OroVPAbBwdVjrNlf-QvqyJBcIDmI5nbpuMQbbcGrq3KE-TScG1oGdw80ULntGgihqPHg8js2zzOvu2pkcK0ruYKFBATXTJyoZXh4Wsbm0dG2MsFFqiWdnXYLD9kM0Cle0B9eK85YQizLIAKzBoajLAPe_DKbB3cjLx1NDz9SRmaKrvzfUaDLPCklAMV74SUy2CkjzwFuGtBLZnb41QE2hxRQbQhHVH57rwkDxc5c5PXKBQnACgsADl07KJ2bQb5uJTguC-o5r2bijxYTkBuXMuNLvinYAAOFhBc&refId=hKtC9PgdjVAF7FuojK00gA%3D%3D&trackingId=4p8sBDRkCtKWNn7NNMgJMQ%3D%3D&trk=flagship3_search_srp_jobs
"Customer Support Agent
Customer Support Agent with verification",PAPAYA,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4403875440/?eBP=CwEAAAGdpfLAM2l6paiUfXngx93v756-xcFNQQzN0JDeCiQTY3ZgpyosyLGMoSWCWQbhPtQMcawEFh9ejSwwR6r9MSv2n_k_x5flDtqt08CGe8EOf-DgQBlnQ0mJ70KY8BHLfQhc-4JlZyqSyjXSYZEZC48j6KkUx1l2lxrbOWJcDe4eSK7kDTksI6XNSm52inuHqAVy0MxuO4uRS6tryPuenNNs0GQDCgPF4TTre4WPGyuZ6LILQP6QVmPTGm1auiG2uvCpQGri9MkH-GfGqH_853948ojiQG2jlupMiuJLx7tL-BvaPniJQpSUoq5fqN6KR8j6eht7kjq5Sk3c9O7BVO_SsPC4fI6o9VrSp6k-C-ONcjySdqboeGuP_979RIO9dH7Lte88uWCOLtGvQXfNaccPUvFoZplZU2U86mP6V1O_cB221XIX990MbK7ATdC5J7Z8ZSqIiPhCE9wEKtj6jcezdmk&refId=G4rvlZtIQbOjJB49KptsQA%3D%3D&trackingId=Wf1BLg48Xetz9lev2IBbpA%3D%3D&trk=flagship3_search_srp_jobs
"Analyst
Analyst with verification",Partner,"Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403322203/?eBP=CwEAAAGdpeav0CtxbKgU21QuFQpq3S0O4nFNLFFKgK3utaZMG2A3r1gAWbn9ASyL_t4fsLpBC5-wgk89kch_biGVDrIOuUvjUNrQKJYzq8F8Q1WIKPmU8cm7lCeza5WU7fLtyAyePg08_JE49kaMqZocQQaKZtxT8pcyBjojmG5rzaI1bVNzZyHjVVD7FG-b6xjylpA6GhM0d3BZneDjs7YmbrrFsjUoBw1tFIcQr4KIdHxYgACQ0bQFebfuSjY7UmzFyr4V1IElzYUXRII4bdiIDzWpY57qUObnGRv2VVHjqRAiV50FAaQxb2tUYD1AGSdMegZROhVRmxivnyjRxmA442ezpOj6Ypw_12t3JjGyHn0a8vNfNyM3ZXWKCcCLHB9meWRnDOJa_MHH4-J-YknPoEiDL70H6JXzHypw4DIy_WaRvr5_9nGLWSdRM5bQ2Kz55ReEZJJcS84lM3BrbMeY8toXVP17OIM2sidbOwLBug&refId=K%2FxjtGpxSnrVca%2BOnFxfuA%3D%3D&trackingId=321lcTGS5gU1dTrqEKQzTQ%3D%3D&trk=flagship3_search_srp_jobs
"Junior TV Marketing Manager
Junior TV Marketing Manager with verification",Partner,"Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403313243/?eBP=CwEAAAGdpfHHWXfY1kTIyLjKuYgFx9TaE6zB1Qqmbp8RvmYRxZxHMmlYt7HXhYPm865xX3ePqyDHczIXWSIm_so0aTXra2t_n1uQIN9BCR7OWsqkm-MZ7Y5mp4lxdkr2QXkbrQ3HfA4iLeHe7cFCMIohmZ82WwQkKe_gOuaZIya2kiwrpWjl8hroXto2yTPT4XWz5BoAFFRy6gdXf2MH3aRRN2RYt034ansCb2OfoTHwonMZoZ7NIgFf7OjM_qVvFs93kkDwqtHFULk8r6iUqzMb0x9vCwbKdzA845M8DmAnI7z9R5bD30HuFjMam11b9psgw-KX0esiZXCeRw3CiKYYzM8oI8h7QYLD-iC5cBz_aGe5NGDblhEeTJgfDaEhpQzcoNtwrTNdXRCPBSjGTkE-dB4nd96ADw1T5jXyHB6pYCzB2qHGO2RGynBV6urG03-qCOosJMoDpy0dDRsh85q6WJdqGitUwdDy1DRTkv-OsOji&refId=9tACH8OVlIAP%2FC2PJiQetA%3D%3D&trackingId=gwVCUMFOYU9qor6H%2FRB3nA%3D%3D&trk=flagship3_search_srp_jobs
"Financial Analyst
Financial Analyst with verification",PassportCard,"Netanya, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403085914/?eBP=BUDGET_EXHAUSTED_JOB&refId=4Otb%2F4BDLb1TwGCaMQd53Q%3D%3D&trackingId=ewcXtBkCEZs%2B2NungRRMeA%3D%3D&trk=flagship3_search_srp_jobs
"Full Stack Developer (.Net)
Full Stack Developer (.Net)",Pathlock,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4403096982/?eBP=CwEAAAGdpfGJos1uWhPBvfDFa93zwzws8v7Lp6up2MhCx0FgdcwOtPdjgXJ1EQl26mPkPmmVWTfsSxIL5BJIOmY7cEDWl-Cs7x7LIzXdipHiOQUc_BM5bBETvy4qFXp28vJlvdyg_nK7wWXcrFfsEsjdCldcLeGGpk3-LvvNtWPq3aaLG3hrKMNy8vZkeqX_4DDuo0UZXGYXqVojpp1g2yt7qXb9KxtyuKLIJtIyOIsr5yWmGGBq8znjeCE0JAVD-h7myFGt6tdmZh9Hw12oK_HFA8nnePhkz3nC9r7-wuj5vE6BaIgiXwWAXVG9XUtoHQijMVumvZgZqxVN8J3YA_9xizurPwAd-USDKfA4LG_N0ncmLxV42r0aHC40sDnOkfwSRBnTFRhG3MXFXvFrVyqywIQBqSx7bpeqUJr2Fb07V_Q6_imfCHH8MOVO2CBjBv82v04_CSxwAULiXWOw3Dg-dWOZD4MWX3I4sC1xVsDcjD83M1c4igOGFZw&refId=hzEuPRoX3YWX2H7n%2FaIqZg%3D%3D&trackingId=woFdZNqFmdydte0F9ej8Gw%3D%3D&trk=flagship3_search_srp_jobs
"Internal Fraud Analyst
Internal Fraud Analyst with verification","Payoneer
2 company alumni work here
2 Startup Nation Central company alumni work here
2 hours ago
","Herzliya, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4403885146/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=udzR4j8U8km4I%2Bq1dmRBBw%3D%3D&trackingId=PT9m08QuJQB4tvayGP5JpQ%3D%3D&trk=flagship3_search_srp_jobs
"Backup Administrator
Backup Administrator with verification",peax,"Tel Aviv District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401264961/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=fFvi8RXE%2BvxESY7ZnuyHpA%3D%3D&trackingId=k2WGkTQvDHeaA9SP9PUORg%3D%3D&trk=flagship3_search_srp_jobs
"חומרן/ית עיבוד שבבי
חומרן/ית עיבוד שבבי with verification",PepsiCo,"Rahat, South District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401236211/?eBP=CwEAAAGdpehq5kBq16MXAqtPSJjx3tSSGoP2vgpZdKf61gjj3V0oUer5MHZ-FqHmO5EQScS0i7lOfRaOeHJZBJrVchnILG3FjofvSYcbOZ0X7JH0_RFD-uFfG_8-7-Jk362xJjJmfB5SIJTImxzyJXc1NgmOkj4cqbARRoNdh_6mik9HpteD47afMNX0gfDWKWU4DJztRz7Oq5i44V-UBUb0GhjcQ5Bo0hxdMPs_8-DhHM0yQOjpcEHKV-8BTvuR0Y38l0AECzfFYjoqLUegloCMXd6Og4dxE_AiEoBM9ZPuruzMfffcRTYd5-pqcs61JZh0UChm6hcsY0qKiArfxdHsZDuSqZqk3h9bnDWsFnqKHJcjT-bicgNaNRu3JOVY4edoQTArI4ABBj2NiGHgdmKToareoj8EfMIP6uEU8A0xfrvZFCr6Lw_vZPv1b7eTuqAx2xTWqKxuo7lpqfSyvE5UJLSQD9A1T02YsngqkpI_4Q&refId=udzR4j8U8km4I%2Bq1dmRBBw%3D%3D&trackingId=qE0b68Sk6RomQGQlDhnyEA%3D%3D&trk=flagship3_search_srp_jobs
"טכנאי/ת מכונות הזרקה
טכנאי/ת מכונות הזרקה with verification",PepsiCo,"Rahat, South District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4364141287/?eBP=CwEAAAGdpe6GYP-jm5wx1bHqfD_X2LlusWH6W-SeKpoP4P8kzuvLkCas8Qk6dL70CEOywdBrNAmXa0H28igwls97voCBu-_CSrEQFONy9QhzpirjDaqlsm4fGNE5yyjLc5EvLqrKQpJAY-mDmMr5Vx35SjpbtmzTsmuz7fsoXt8CdjHKVVRWMhufpHfPNUiGAtkWmK17RQPEH4bb-2nbTDH71EkpLNfcn03HGnLousqo1e4YrqepEPUN136dVgpj5lPLxX2A3K5pu63BMkB2RLM-bbX1I6ZpjWJmanLSn7q0UU-MPoBNnvo6DZk3sn5sXhBMMnx4x0cplyZ7TLNCIiSrpXv6ThQmIShDokb1z8k8-9V83XKEzBWwkoUqyY7dii20o_aGBHZN9KrQ2iTPNDmNhX2MfHJ00bkeueRTm8R65iehTMyNSlYQMTQywHFBSjvbXQ&refId=ST13g5EFAOp6%2FOXvBNitPg%3D%3D&trackingId=rrbH6Lpx9%2Bw0gmHkbS6esg%3D%3D&trk=flagship3_search_srp_jobs
"הנדסאי/ת אחזקה משרת בוקר
הנדסאי/ת אחזקה משרת בוקר with verification",PepsiCo,"Rahat, South District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401215840/?eBP=CwEAAAGdpe_as4dZFmuluExuPVqFwsF2cf4E_nlB1VseORJK-aPdUC0jEOyF-9jGwP5p31F3MKNMSrTP_iG2WKCsbIlNkPmap75gHxRLEKP34W18cK7nVYp4fxISlTe5wdlnWJSBhsJAYNrCPmA7tYm8hE14P3-WQgdtcRcQjVFNk8XWUNV2KpEj4lw7Y0Wt-3eP9qIEB2PxE2tn2UmRxiCEhqGbzj4H-7iDQG4Mf1fnbVct3HicUibKTtCeQDdMK8bQJsjDqyeGX3dbr2ffdCZ9iWJMr7qs9XsU8Ox6q-Z3pWGtuJVuVCoD3x4Xb4IzvbTKl1P2zezjY6XCiwaUXrsbYgdGBVbe-Rrt06QkdLoj6Uft--UZRp5xXoYUajFhCSNXhUue2SFOuBgZWk7QsOg3CIvk_Eq61HrXQ4uqsjylW8tG8esIJgGkvS4F_OpjJ_4O4f_8HJg-bzjZ5Al_4qkhW5RmTNA0zCko73z_WzZ_ec3D&refId=6%2F1TP8lSr5YtC2KJBZTUXg%3D%3D&trackingId=sCyVkcQycvPLv7otY0zKRw%3D%3D&trk=flagship3_search_srp_jobs
"QA-Specialist Suppliers & Materials Qualification
QA-Specialist Suppliers & Materials Qualification",Phibro Middle East & Europe,"Beit Shemesh, Jerusalem District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403316127/?eBP=CwEAAAGdpfGJoyT4obg07AoqECd19GIKKxYNPIKw0awRS61K3FifqCd-yqNVsYfKi1MHLcJD_pDzIjjJKJ4uBqozrMnLUZdECCTRZCIvhmghjFRfJ9gY3vwXRtlhiWrKs6xnFqHIwg1_CGqjlDVirBNEwzTuSJmsL7PfAYs7ZrhXn_-k_sLOCGNCtRL41AU_lK9YlhAxi2jk2VgAB6VTmMNvgSjt28YpAd_QkND2Ssz0fwo3vCiQVGkTwRUlE1Bl_6Rh16GRk9FNngJevOTM5fTZRmMY7ZT1uIRtOGHZMNP1hdIFQksh1PxK11ZmcUKh-zjNB2HGKW2uXjC5l0tReCn3_lLMEX9PK82McA9OmcexSL6-x8Wq43meNoPF8osPmVLzZZZBglfZ85k4VfHLwaiYTQjG2Ys9-4It8qq0lJdkNRw5d0Co3A3EtremrcvrWMlIkNiDE3xEQRLiVBdRnCG_sNJo9gwsm4ARXGXPvg9Ybw&refId=hzEuPRoX3YWX2H7n%2FaIqZg%3D%3D&trackingId=bSk4%2BOP%2BdhZVZg75M%2FDZFg%3D%3D&trk=flagship3_search_srp_jobs
"Chief of Staff & Projects - 50054853
Chief of Staff & Projects - 50054853 with verification",Phoenix Financial,"Rishon LeZion, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403306299/?eBP=CwEAAAGdpeav0OcaZ3i_7hVsd8L9Elz7DTWiCNgCA0RpIyt7eRZQTWqRVLtEZcA4_tvuGF7iVhn8_QXjYyUlvjnfj2Mb9eRVWOOdVSaPl2Rzu9e38VFunPzOIDqOiQmFx4rvVS6R1S_krMkELxmAUWKcPjK9lXdhDFQ0g5rXcW8r2qY2STVH7wA-qxfPwPjmhUQVldCdwUBBlMM3ANu2oCknYcv8FlMZ-3B0vvTrdsjEkQZDLLu1jYpgZFLU8Dm8lyeCb2y6qyxqS-7zfpd5UthkDDwUDXr7WYUwq1bz9jd-y659IFzAKkgV753FXGj1ET9E2kveOSRjpDwNSRMiWrEkCuzrHriR3axI3ipWsMpB-_eEuFzv5n3uR--PXpu9j_MTRkf3AvU9URnLClgiYibLA2czOwbX9HxLUW13i6Hp3Uv91mdm2JW5TWkQ48PKH232o40HxryUVbk9MOFiS5lsjEPQRqLefmGOkAZT7l0&refId=K%2FxjtGpxSnrVca%2BOnFxfuA%3D%3D&trackingId=cK6Kheav7rcWDZQ5cvbBEw%3D%3D&trk=flagship3_search_srp_jobs
"Digital Development Team Lead-50400210
Digital Development Team Lead-50400210 with verification",Phoenix Financial,"Rishon LeZion, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403087841/?eBP=CwEAAAGdpehq5liqSRke8cqp2oZZs_VFT6-0-etI_kLJUtADQfv2xnqUjnD4eoKJcO8fj39d3uQeW33r1eQBlaWc95g1DwGGxggfg_v41cptXPZPtzobIdLBSOSBks828Gsk28TEsZqc6KB6fombAwQ6jbJ9evKa6ME3JpPu3J6aRbKxZZiO-_zkBf5bt3_t5032h0F87es62pRUE1NvEGuaKWJZWJBQw0VlWq5OLZY-xFnFU5fip7_taw39eqi1R9LDjsk-c6eMUEYp7sSug8rRU-fS6inx6-QcTX-zkaRKjHkDV-kChbXpygNn8rftRPQtyYjd7zvHWur4UKRSEeivKkDeNO59MSyQ7-JnO505dDVH98CCvh6Q7de0g5tVpuCf_eyonXOP8XIebMj2ccobvYZV9mGTOk1_iuc91SlJ6pM_rLqQLDa_PvYm6oAwWEBKxedCgckQMJLa&refId=udzR4j8U8km4I%2Bq1dmRBBw%3D%3D&trackingId=E7XyXafKxxh9VETrgxNFnQ%3D%3D&trk=flagship3_search_srp_jobs
"Assistant Controller - 50056853
Assistant Controller - 50056853 with verification",Phoenix Financial,"Rishon LeZion, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403307288/?eBP=CwEAAAGdpe1KCOMWw8lAgNVEuyVSsMkohePVdqAYP3Kl3L_uvHU5Mb0s57iI05tEVFMKTGSIn4s6fKW-GD13P-dFnqQTiUPbnXSLBmRK4wxvjVgZ9r8DO2tw1FFgTDM_EMVT4GcnZYUnLlkG3-D_K7wVk2YAwfHHePLjs34YwotBWaT1TztZFG31W8Wjw3jMGFRSPEtLJwKTmBORC5Litp3TvIJMYIP-M_mDbj8enPUW3v5oSYsb0aQVn3LcJr12LVlUlst_aN8RDZJGJaCcf4MPvfM54VXNVcbk-JhSAcOQqjRH4Qa57_mg2R4O3VntGCTO8XHfzxLm9mugaF-hHHkpI3rhXB4cHJn46_6f0hARyfgxQcvc7lbLI9mCU__knaS5YBdmCrNCVFU_LWhaonmfbTaqT35GkF5oVeGDcW2zvFHcuAWPKNkWyv5kC8vrdW1Rhq-D8rIU8TtZ_fpOREYoRINhjLbAGh4bWMsed6w&refId=9K9t70WJl1MOJYQWMK%2BP7w%3D%3D&trackingId=eZOP019rAyb9492EUeSIog%3D%3D&trk=flagship3_search_srp_jobs
"Sales Operations Analyst - 50003906
Sales Operations Analyst - 50003906 with verification",Phoenix Financial,"Rishon LeZion, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403321181/?eBP=CwEAAAGdpe-YDvNVQNJtKsniF2T2KPcv0F8pshL6GweW_NXZJzLvG4GXmRpia7OI8JtZXN0vuplSkxXF08YtwmjEcI_sjSLIjeJ3a5TPZ6scd1w48mO61Z7OYA4bf_Mkzkizqsee32np4eJT0Xgv_RK4mZ4i-ZNmh76UKTSq0GqhWY9QuORFmIJ3LVWTxNI88e2M9qZuxRdxzsbgcTgCfYcrPpPJniZ4kVUPVOyVZu3lCMrYYbtrwk_tSoQKRbj1u0Aqeqh_uOrGGRUY17kcD4z4VAc90CDH8EKZftgXLyUoNiZVeSkHSeOllsZ9iMp4NFujYztIX8tQh8LuStVRtJKmIR8FH0-jJPVDKeaIHd1-JOqWTwQEJgpwwC1kMHL7XLm4UBF3-FwweaI_0iZlXVDqhN0Df0fZom9rzpcFoDjmr2NT7mwgQ_jX0cC4kW3MBXOdESnE8-aUWtACGGR5J81QZBKW8wRk0mhp-frL&refId=GukeC3sitjSIkWw6h3zU4Q%3D%3D&trackingId=0M8Mev5zhbnf6WoJCqRFcA%3D%3D&trk=flagship3_search_srp_jobs
"Java Developer - 50400199
Java Developer - 50400199 with verification",Phoenix Financial,"Rishon LeZion, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403313204/?eBP=CwEAAAGdpfD0p9I2U-yaklMImKAGoJ01Om2iBSafY9asnTROzG1bVM5UAJKK754v3-ik7YWMyfPfX62XAnJoaV4RNuQaS1jPmcOb3L7AI97cxFPA_wh6E2mVn6sR3Clo-xJ2NKV_3wdSBgmoPPG6COTj57IdHgFOz0-ZYhTXjGpdfxn1G4qlKTkPnCHqhluAhkI91UtbkDfrsky_vRF9agHdVgu16RmXMkNYFCeif7Ewq8DH1fNmYFWFuU7Xa_uT8NBt-G_Pn54TEOhqQf-b5D71C8ud3yDlTB5c8SgVEzNtFVlZgnzsuPue39AL2Qt7eXQbSI9ZLb15NWaz98KAdS9Y2cdTvtQlUMVuSBaipLWejtyCOtNCt59HWLiiBul4iCv-2ObO3KkwHbYjuprOswYc5KUbimZTBTWoyee7qJcQLOsMK33bc1XJj0P5nsZJy2mgRgFinz7c-p9mef5RXT6bjlMtGXpz29w9iwGyW_8LMcEr&refId=769Px%2BzBtjFv08uoFnMNXQ%3D%3D&trackingId=crkR1JUsbXKPReQ5UvERXg%3D%3D&trk=flagship3_search_srp_jobs
"Managing Director
Managing Director",Pinot Igul,"Kfar Yona, Center District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401264674/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=ThgTXALoDUfxqmN036qDnA%3D%3D&trackingId=0nC53qnesyZ6cQtIO2wqBQ%3D%3D&trk=flagship3_search_srp_jobs
"Marketing Associate
Marketing Associate with verification",Placer.ai,"Ramat Gan, Tel Aviv District, Israel (Remote)",4/19/2026,https://www.linkedin.com/jobs/view/4402549017/?eBP=CwEAAAGdpef15ZfMZF776R4Og2PeoTPNsLYsnbKYFmCcYVJZo_aI2aJFOvvHDmpi2dOazWKZYasU2BtrKbq7dwc4C2Sr9q_Ls6xVYMS_MRE56tJW5jv1ASjcwEptxK4V0qklPbCq4S8E_dQWB9w_FlhMB8fLDQyN1r99IjIeAVY4D1WOfnFf7tVrHfMMI2WOdwwH7LyTAwsH_1C3MghUG2Sj9Uj37lZBdc0ya_gGMdiUbDrewfse-YZEbm4JfDDosdyTDnROt3Xv7MO9L5yFd_SNTyoUHjX1G5jb3Z2iYOe3gJGvMilmvonH5TjXqwC00a8KKHEnamd9sW9MYiqfBWBWLulNupLHHdQN2kaVmsu0LNbj1lUaDMRQLymHkUDrDsLEOlNpf2NWODaeGYzy73DbpJd9_ZKD5ItHs7lDqyN59BG38Q60XS5mZStph9GgMf3im9Vm1i8W7x1mbaUKI9JYHFcma_cAqe2ESGtFAYEXnLQ0O2073KN0ujHnNnu7sA&refId=ThgTXALoDUfxqmN036qDnA%3D%3D&trackingId=56CAqxoFe8Wmlp%2FL%2BZI6VQ%3D%3D&trk=flagship3_search_srp_jobs
"Production Department Manager
Production Department Manager",Pladot,"Ein Harod, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4401273081/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=hKtC9PgdjVAF7FuojK00gA%3D%3D&trackingId=6ysgGRd6P9nQD66bkrDrVQ%3D%3D&trk=flagship3_search_srp_jobs
"מנהל.ת תכנית
מנהל.ת תכנית with verification",Plasan,"Sasa, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403863796/?eBP=BUDGET_EXHAUSTED_JOB&refId=K%2FxjtGpxSnrVca%2BOnFxfuA%3D%3D&trackingId=OONMlv1b38X7p0vFUUzoKg%3D%3D&trk=flagship3_search_srp_jobs
"תמחירן.ית הצעות מחיר
תמחירן.ית הצעות מחיר with verification",Plasan,"Sasa, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403860897/?eBP=CwEAAAGdpea6oCip5IGx0VIq-f_izAbEdy0rRUhITI6N008FTLSs15tn4icD5hzgP6xGhYTxB57GwKfxBh8Rv_Z0shnUmJqmrG-PDFt4xLtSKOXIMdXkq1Te7VxTjC6ScsXxdEsbUW9SfiwCROmaoepH-I3B6cNTNP4TMOd0dhiaT_1yGWZiCYj0RTgFYtKNN2JQiRwp7yRG363OZFB7ugSfsaGVxyRuSkFjvakPjcur6nkdYBPUxvIVtlfUgt2szdjYNLpkwOIhtDKRGO3sHZcs4k4Rr6c87yFz2Tneq-wMKxOyh-rwdVeRads28-EKcyxyqIWBKIQorC2umjQPVbmFXWQ7cvJTO1-fwtbenxbMpieBslUIiKxZjTa3P6QwCB3_QV-U1F4jQYTMTycqDRO8e4iOxB-vSH-EFB31I9q-_H7J5xCYB4Xz_wpSl8hq_OhtGmLbXH3VrBhSeuyFkMc8cfA51jnIf9T5751chR1vk7RLlvDdxpHPgL1-_mBjyA&refId=tkZXbaztt%2FsGjYSutoEltQ%3D%3D&trackingId=I8DjpENjRO0dY7uRaavv2A%3D%3D&trk=flagship3_search_srp_jobs
"אחראי.ת בקרה תקציבית
אחראי.ת בקרה תקציבית with verification",Plasan,"Sasa, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403866621/?eBP=CwEAAAGdpef15RSRcoeh-1XXoemgDt4g_KNC-isN98KxmGDBTCc03vQWa_mfYnrf_Q1QrtXFz8GWzzGVSYEgNDzm04YmLwy2v__1lF1FYVePe-rDASiPC88AvZcOpK7WkCRw76b_894Dn_349ZMAiKvlgHdISVDFZJWY1jk6y8cXJd0-KLdhTF4vnL86JEVu1B3IAGVVU-KLLpMoyLqm6QRy31rEQBpbxJrEdImbeH7yjnLtikcPp2HT3l5lEEQJrbmOwZfXTxYcG9cjyqU2BbNcva3uf0vl-UqElAnuGJdCJAHrCch98iJjmucslYev2WbkMPph9FnhDNa6SxFnB6a_6uR4Sob4WmaJwB5FLpiC2SDvl_ICKUNXvvIcXd-LPDmeFwS-sLHOjg6kTPxJ5bnpeGA8RZYGW1u7MA2_grG_UU54qKahXtFoEiokqmwRSR9kME1SfGHfMfS-71r4jd0uD8dIwRQ8YxQqm1UjD54LG_NFAE25sC_Ke-E5YA&refId=ThgTXALoDUfxqmN036qDnA%3D%3D&trackingId=GsIY7rjKl9PZHbSIJ7p7tA%3D%3D&trk=flagship3_search_srp_jobs
"מעתד.ת מלאי - חטיבת הרכב
מעתד.ת מלאי - חטיבת הרכב with verification",Plasan,"Sasa, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403872857/?eBP=CwEAAAGdpeii_bmBeOBD8VYWcDfNl8-wt2Kv7kU_BLzGSLB6LZQxqxwK8KVSvdLkZ2IZHqDtKKw-AHC0KbyrlcOLJmS_RwGlwge81ynZbJCjcqA7cG4dABac2vPqiySXF2XBWiut2OiVkswrJBdbY5Z_QoGTeOdwpDe9RDlwum7eoTIQONNYZVD376yaeCXKgFCr74IDcoVvyXFpjlZpaNpiG2JZCUnhe4f1bipxpgB3XLVc6bACAqk6S1lP6HZDDJ2nmoCQjgOspAlpELhNjtqOqVuT4cWPVCA9j_eOBWIZZ3tWAcVm6oPZfB497cn9q4gJ3y-vNKIEUCpacneFYu4z9z6IieY1LRGUsbb1n-ZDM-ekIeuVJt-YI3AAKLuMRQIpQ7-wakZgozZbyUrJlux-Xuo-t2uSoqyyxElrya_NT1abxjG2tEJ69WuQm-Yf2qc2U-kRfTg8dydOB4m7l3VjrmW0eeCg1lXzzrIpr3tqMaFisV48-TrBFqmeqxN8WVk&refId=4Otb%2F4BDLb1TwGCaMQd53Q%3D%3D&trackingId=vvsegeMut8tAgEzziYymag%3D%3D&trk=flagship3_search_srp_jobs
"Master Planner
Master Planner with verification",Plasan,"Sasa, North District, Israel (On-site)",4/19/2026,https://www.linkedin.com/jobs/view/4403865829/?eBP=BUDGET_EXHAUSTED_JOB&refId=8kmTiSYrQw5kD1TfkJvWFw%3D%3D&trackingId=5Sy%2FSUUXuoDewLNXl7w7SA%3D%3D&trk=flagship3_search_srp_jobs
"VIP Account Manager
VIP Account Manager with verification",Play Perfect,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/19/2026,https://www.linkedin.com/jobs/view/4401244498/?eBP=CwEAAAGdpegx8AR67ryd37YEdQMBV6RRRZmNg81M9-8LLJrwzmDGHig7wb22NwXg2mrRAK4zd6hYbKsOKmBOs35qRygC6bIUOYwYl0vkCH8pwV7amSdpVi1GezAFkPt4qOzSYmhqczEsIPYHaFlKfMmqlAp4M6yLj2ddnYYL3HqR0lvwsFvyQPtdgYwGzNV9VcHGPlwUsGLCLdkTPjSwXP8a17KGEmF4oZAv36jSmBmFfs_2VdotsfAANmmYznBUOymkTx-m0aJ24gCSkXRrTpda9oeWPV81NzxJyyvuTiPv2RdOupdUBH3Z_TdYIWbFRNLjyKhJ6Cyh97-skWiPIktZEnQiKgOFIPMLgYL_RKIc0EYpBRejFjqGpkDee6YJpcDMF1SO45DJLYD3CMjVqOgframxNgeB16DZ7sr1M5baPzpB_qP2HMYxvjYEHH3ETsEOw4H2EKQTtNcvnjWnVh_Q9IYaMzZ_duHQDxbhF8knOcOnDKn_MiSnBpahlX2sdu0PNQo&refId=3GSsW%2FGg64qsOKIlknI5pw%3D%3D&trackingId=MPhfRC9d5tjPizG2Zh%2BMlA%3D%3D&trk=flagship3_search_srp_jobs
