title,company_name,location,date,url,,
"Logistics Administrator
Logistics Administrator with verification",KLA,"Center District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4394535206/?eBP=CwEAAAGdqrontWb6Pem4VzcnXXWbrF6KHnIC5efQk9e4CUCHBDCQOgbsU80QHd5D9lXUc2oRRzyGsFCJmRFXlVnFc1FQnow7G0oNx-Wr2tSYQHGwdeHyjMxj8c1yJU6jQG10W78PHkPpOCfu1xMgrSUbwgAdcXXnL4yV8p0ouRNPm_Ky6cgx1jPnTgE5Zg-6yhWb5KvqMxhUZhAEmkJwu-CpalWbieARcaMR6pCviRN_LpQXlWGIJpZMUDi-CJygwHeXpK8DNsZ3ag1UWOsuffb5v4estEcqbZWDI3Bn56j2G956x7F7brVl_AT82em7MJCUJdLWnFzKxKTcS_Grju5mypWbZMy9Ev4mZbL-cqjC3MXJcUdpsBovGHyPIia1QL7dTBerHjjJffa9eD4-lEjDQLAeqwGqdOTv_NBs2mdxlI688_DJJ4wHs87iDvDe-xSjj-MzbVXCiSIBA6VtpU4HjM9ZEln4pcJgCTEKKQq9uQ&refId=2hhC9kCslNTYqOcb6qcUaw%3D%3D&trackingId=Gxc3UUwx4bSDPI13XyFlQQ%3D%3D&trk=flagship3_search_srp_jobs,,
"Office & HR Admin
Office & HR Admin",Klearly,"Tel Aviv District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4401294821/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=A3b%2FxFIa3yqCpxyqScS60w%3D%3D&trackingId=Ubd7i38h7Fj8KCgBNIwb%2Fw%3D%3D&trk=flagship3_search_srp_jobs,,
"GenAI Backend Engineer
GenAI Backend Engineer",KPMG Israel,"Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4403300978/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=9kFdNZnZLUzvrY8AE4VAbg%3D%3D&trackingId=AAJ%2Fpfk5ejeG%2BYQ4AJWW4w%3D%3D&trk=flagship3_search_srp_jobs,,
"Product Manager
Product Manager",KRATOS GMI EYAL,"Center District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4403368242/?eBP=CwEAAAGdqrtG6W9tERGy41zwBtqcDiCQtXtWxuh8ofemXpmpgxIMdlW8IUsf_CPyUhjh8T9SJaJpmyJxoES4AKW2uj9QZKcYzXIl56X1krTYFZgsJkQF9kKPjPfgsHg0fdzeQYe5xZcv8lFdVA0VVBR-0cuhIesAtcbiSB93KAPWnPxDokJwPRYeLMOb5yZCWwFfeDX4i_xVs6pZYuLmMe11XYXaSIIHlAhjYsZFS7eZtdI-Vn4GzDLkdnSVGtwkAzNuynHsj2CZvHinDAuZDldUqRnmt-EZgTq_m4AG6J19yX658ejSIRMIoUt9T4klUYFKTkW23Fe8TatlxkfeqoByLsZBxxGELMYUt6scwyD_xR-EjKmz7vTddqKeJTp3XAlKIeDVwMb_4r2rPBzXcCiSjzHP37czi-0vYXcTcP-udmS6fRAC3A_UR85Zx20E-XfXo9gQI4ectLVoR7qDVlM77qBPpNiM03rZz1AYwRbd7kacS-03-kqt&refId=5FUOZ%2Bka%2BE15s219uBi%2Fhw%3D%3D&trackingId=yoJh78PpcH%2BnOOWURLDJDA%3D%3D&trk=flagship3_search_srp_jobs,,
"Cloud Cyber Security Architect
Cloud Cyber Security Architect",Kyndryl,"Petah Tikva, Center District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4371118582/?eBP=CwEAAAGdqrq2zIhnbU8VUNw-7iG3YuNx667fbrmiK3QApVKzTBiJ4T6K8Y4rULXUhMXjth5Dl5JBJ4fiwXwULjC_RKelo9lxQcTy9-uxKcS6YJrpqMrYNxKEidOdTUcUm7GYRFTg5hiEFsTGwy-MjdA0GHDUL-O2pGfe9zJW8kYKibrMGG9NikPh06qszXOgU7n-xXwliDhOleuLxfbSFUE5rm9L_OMIHWvXIhvjMMJV3DVP9IMzpnkteFAKY4XTvvpgNVFv2trIjz5VrH_UbhIv2FpTtD3NR_5847UeCo3r7T-mpS9rJIwvYsEXta-du237jLOOkfwWOVPaihx6uWJ3A-B7uodTcvzVDM9WG_BY7hQ6buaDzZsMNF-wvgCrswrXAq6u9bRVSTq-GYU2xKbYGw6scf278_OH6VXc6BKvVlDCAsFFNl51oescvKlvuk10SavzKItNjLi9Y5Pjxzg4ePshQ1VF4fIQKnwr&refId=x2RygsjdGbFMlrVAJZZygQ%3D%3D&trackingId=3HBt7YNK90k7wc8yn7AZeA%3D%3D&trk=flagship3_search_srp_jobs,,
"Product Marketing Manager
Product Marketing Manager with verification",Lama AI,"Tel Aviv District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4403373195/?eBP=BUDGET_EXHAUSTED_JOB&refId=XnJbTtRIfYEcbPJNdPrg0Q%3D%3D&trackingId=NzHJTqNJRDRJy8HBxTUh8w%3D%3D&trk=flagship3_search_srp_jobs,,
"Senior Backend Engineer
Senior Backend Engineer with verification",Lasso,"Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4404044402/?eBP=BUDGET_EXHAUSTED_JOB&refId=CxMJRADZf1Hzof%2BEegPWTg%3D%3D&trackingId=xC2wTmhsilzgYPcRfBV7bg%3D%3D&trk=flagship3_search_srp_jobs,,
"Regulatory Affairs & AML Specialist
Regulatory Affairs & AML Specialist",LAYA App,"Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401281504/?eBP=BUDGET_EXHAUSTED_JOB&refId=ta3uUqGSVr4RfCf9%2FFrSFw%3D%3D&trackingId=LapM9MkHkR6TC1es08MG7w%3D%3D&trk=flagship3_search_srp_jobs,,
"Product Manager
Product Manager",LAYA App,"Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401267489/?eBP=BUDGET_EXHAUSTED_JOB&refId=ys6ViIrxZw%2FNYhGJO9zYRg%3D%3D&trackingId=xIVHnonMchEwYOKUuxzliQ%3D%3D&trk=flagship3_search_srp_jobs,,
"Customer Support Representative (Student Position)
Customer Support Representative (Student Position)",LAYA App,"Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401295405/?eBP=BUDGET_EXHAUSTED_JOB&refId=LJexHM9%2FRbN45VVpEWnUsA%3D%3D&trackingId=5SU21B51DumbTpYrHG8qkw%3D%3D&trk=flagship3_search_srp_jobs,,
"Financial Operations Analyst (Reconciliation & Liquidity)
Financial Operations Analyst (Reconciliation & Liquidity)",LAYA App,"Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401281503/?eBP=BUDGET_EXHAUSTED_JOB&refId=2hhC9kCslNTYqOcb6qcUaw%3D%3D&trackingId=fTKKUvLB68TBr8GGYgdFEQ%3D%3D&trk=flagship3_search_srp_jobs,,
"Full Stack Engineer
Full Stack Engineer",LAYA App,"Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401266517/?eBP=BUDGET_EXHAUSTED_JOB&refId=FgfhGHQDkR%2F1eXLDlKaKig%3D%3D&trackingId=QUr%2B0Bf0ymr8jPQjd%2B8H4g%3D%3D&trk=flagship3_search_srp_jobs,,
"Senior Backend Engineer, Autonomous Squad
Senior Backend Engineer, Autonomous Squad with verification",Lemonade,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4403876811/?eBP=CwEAAAGdqrZdcRP6KmQNxMq8KIvGkdX30jArWlWGkpHSfwkL0kRcDyb_tuendKzEQOBUv5TzbTmWyojMc-9OzNIyOS3kq1lFoJn6Klj0masn8IG9XW_JElHluM02Fgcg7mVrQZkWIKuCXbg45PFuR8kHfQCK_SHy47aazlSEwzr2smp59iUA-P6ALRrBvSOah-hDeOejGlFRiycF0nl3JSjKO5dSX_1oGbPTMRlJ6mCu0Ll4nJqT6Z75lAPsSRhpsedi3In0abFCCaDkbjAUuHAYNHNFT513jaxIFySW69ye1PKRXcLp7U5Sz230tPGWQSKOfQ54oOde6byKorH9ZJiASZDy06M5SHM0Oa7Q70-cnMivKWrENxF5cdXr0_zxs5TUrN7z6X0RaGovPPhMvVsIPfn0wmLeMtWxMWqMWdCIsSZN_axsPGXdgTDGLwNYwHIJOiGMsIoiYBvdwK2pWXuhPchnNBlXviEJ9YxoE4i0cRIsP5lZpHjWOiGEeQ6h4VWE55k&refId=XnJbTtRIfYEcbPJNdPrg0Q%3D%3D&trackingId=hwn8ppC1froI1Z08jL5Ivw%3D%3D&trk=flagship3_search_srp_jobs,,
"Manual & Automation QA
Manual & Automation QA","LinearB
2 school alumni work here
2 Bar-Ilan University school alumni work here
4 hours ago
Within the past 24 hours","Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4404040494/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=9kFdNZnZLUzvrY8AE4VAbg%3D%3D&trackingId=Es4vl868g0nKrDZXmf4dIA%3D%3D&trk=flagship3_search_srp_jobs,,
"Engineering Manager (WAAP) (f/m/x)
Engineering Manager (WAAP) (f/m/x)","Link11 GmbH
2 hours ago
Within the past 24 hours","Or Yehuda, Tel Aviv District, Israel (Remote)",4/20/2026,https://www.linkedin.com/jobs/view/4403359944/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=82LUxGMvkfR5YPXN11pnOQ%3D%3D&trackingId=W0mynF0LVoB7h7hILm1JhA%3D%3D&trk=flagship3_search_srp_jobs,,
"Customer Success Engineer - EMEA
Customer Success Engineer - EMEA","Linx Security
3 connections work here
23 hours ago
Within the past 24 hours","Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4403867965/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=kVhHmoXT6OF%2FprXfC6qeaQ%3D%3D&trackingId=bZuSiFLvVk4JkJzN5LGztg%3D%3D&trk=flagship3_search_srp_jobs,,
"Product Manager
Product Manager with verification",Logica-IT,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401272253/?eBP=CwEAAAGdqrKlmFYJF7VC6yyfdadrtQNDl2dUVdk4N0P3nUCPFMytypWo01SarXcuvI6dNOOZbzBYUPAZHF8mnkNCV2-9BPuXZ9a_w3bOQu46OoDvUYPJXfnw2LpQHYefG_NHl8PHURB6hpfuS56ZllMHEmLkT-5RY_7V7mTJDX6Tl89MLYNEBfI2HLpjXkjrzbT5ZqRAdlc4Zeoh120wb5bmiQtZnHQsfviAx8eM2Hl4_mHLiXTpNUEXju6SdQ5NUpn8ip1hnx_UqXirg_jfHo4IL8Ugcjul-gosd2oAKq1eRqwF61AIDsjU1VXpnQf9rGpwc_w6Mq7VJmlr7zmpXpgVERxEwz9PbOFitj5uLrFcLuktn8z17OkILYDQN5rPb1Ozq15Wa9PGMzGhG8hjxvuvzGnXFWjc4kuB6AJIrsGXrnsJ2sRRYGkCt0kto9421q6coVoty8TRI7R5wS2LdlGThao0unQMFzLyLUQWucIINyJI7-vSrHTl0dmUp1JbD4q3&refId=KQhcCrvJKS8aKPYBMjYiMg%3D%3D&trackingId=Y5rr%2FvcPyiLauStvhAZbsg%3D%3D&trk=flagship3_search_srp_jobs,,
"Salesforce Marketing Cloud Specialist
Salesforce Marketing Cloud Specialist with verification",Logica-IT,"Rishon LeZion, Center District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401279400/?eBP=CwEAAAGdqreFju8V0AsGQ6XS6nfy3rauvJvFoXZvojU9_o4oVGBVaH5Utb2U_w430z29lzHY04EZ7zndglM44P86IeEqpv7u8DR5eVlJ8cG1hHBRsf484Uv5pqlF0x9PnE3JQ-opb3mVxviYXpbfw5-6RyzCUEuy3y0t5f3t-FBufkx95gCDiAye6aMeMn7CtHF2IQs7_cRg2AjljNvL2n0SN7BcoasJIam7SjjfbdfxhnYm4ZAVRZd1VFYKeX-8lxzpVmdDhOULml10RXZ4BvcckE_aJ72mDJK10AucrTxUoFSOLsB-X9P36fh43pCXBfoZv8Anyh4FqmT0WBH1rpVTx7oc2VmqarCDmtJfSEfaCzTBwCtOMwT-VATOKlMJEOywYkCDhA4QWa_B9XpkBR61_EqdlWq98l6fgWpclQsNjYNjS6ISj8YrnuVY2tTrmonCX01jUNXsBwvUBwW-t8Bo4KOlqn08hb8vVA&refId=0PvCmOQIyB9CRi8aHHzmeA%3D%3D&trackingId=OyQhafJ8%2FluALGiqpy%2Bnlw%3D%3D&trk=flagship3_search_srp_jobs,,
"Senior Data Scientist
Senior Data Scientist with verification",Logica-IT,"Center District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401601881/?eBP=CwEAAAGdqrontohZJ_I-RRnURtJTT5lztAcXp8Ab4yvDq1bsXvETvBJlRp6FYiwjn9qxmZe-TgQ0HRorZbRlvB7mMk-McgdEmFOA8Cz8k9wsKbZL9fHNCHA5ehrSiM7u2bJmi0PQrO0sn6jN8o395RIhbmi6jx-VK8MxFlcH0tRV6Uzu8yUJBjuYgGvTycspYmsFcDCn-Unsi0Pvw0WuDCJZqqQxSWHVUZH_4SfzA9CyWpL_No4qoZvMeuciNKSw4GfQbJkQ9rbDDksjkaBHluxc64PymKBbOnCedFqP8rNcB-FnBFPFIagPX2-J6GycTJ2SHYT2xjt7QGr6W47agHOPbgN8bwuJiwajOmkZ05ViFVzC-T4-fIpcdePVSwrVwXjtP8eTBPCr6p8pWfMn3Gn7Aw0FFOIiejrB5w6e0Y740iFq4iy3NmaKKs_LLOF4bCggLPFPv4v-2swB8VBtVRqYTVUstde7ylBbKOH5-8UQVxmM&refId=2hhC9kCslNTYqOcb6qcUaw%3D%3D&trackingId=%2Ba4ggtzQIlQ%2FnOgGcTZFtg%3D%3D&trk=flagship3_search_srp_jobs,,
"Business Intelligence System Analyst
Business Intelligence System Analyst with verification",Logica-IT,"Tel Aviv-Yafo, Tel Aviv District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401275388/?eBP=CwEAAAGdqrqHHPA83Wqb4INm8QSHDTz51ilFt1LIqqhbudvHd8VdiPihYRCyhvy4Uk8dWEZTaXRxGpAAXvYl-43itush8Pz0oi7B3Wn8AX8MFR4Tv2uv2DHXiYPLVstFGkI2ty_s-gwag5Hp9kWH7O_777nGbGaZH2p2Ut-KbOOAcVTWSfj-peAi3PtkYfqfvNtgMDtwjsDnJceP86hrUtzwciKIRh49T6nlHR2aZzOzGeOPiw6tiyVJEIk_hbdvQsCYEGEJj-rmxKIZOkhu1vdFW-NwnOysyyIE579rBbl4vOlLyvpctXnUVfq_lN1drplE8gof3YQn27fDM-tMDxOfKUrJ8u7UlFDoeGJlJ8aeTEMsrDqzNAwQx_Lcdyg9EGsG3_qsUPprgJlHeRhdrqGVThsY6n0UPHEYEZcNYnvhl3oVneDJ3-jxh_vy4Q9txbattCbg6DiLMA5i-e5l9w6eAGADO491Uej2ectslTIxbqWDRA4&refId=FgfhGHQDkR%2F1eXLDlKaKig%3D%3D&trackingId=W6H8U6Ns9aIYml5Z4TSD%2Fw%3D%3D&trk=flagship3_search_srp_jobs,,
"ראש צוות ליקוט
ראש צוות ליקוט",L'Oréal,Israel (On-site),4/20/2026,https://www.linkedin.com/jobs/view/4391676135/?eBP=CwEAAAGdqrmXoey69uwDEmSLDJHeGBnHas0qyBerXna54AbJY4dUhqh6mcoO9v-QArxh6zFgI6tSbhZdU2sEM3L2Op6yyArvabrRSOdTxNhUHroK-hu_-wJFJi4diq7YOt-ghQNvm8YLA2odepVO74IaSKQDIqHmKmfR9v4e9-gdkmRXa2dU6q3Gupo8Bq1dqABlfd4dD5R-7b45GqHCBiOq5dnoJ7zDbbpBOn05sXpefzJ_MOh83peTnZg-b6GMzoqPgdh-Y8P3i9YtgG4ffT9CvJYUPaIEYPOr40Cmi6mYnlEqCPDWx4fvYxhCe_3KIQ33y_sIuzQtINAht2Ftx1urAmiOP33sy1CXMdEj7N83OoWnnRbMZ7HhwjqPcBvt12a4NnnC7RAkTPGOZciiskQ8v6OCR59jFK8-IZVSeITrqyduGDu43mAY8vMQL-IaEA8noSCaixL8ZJ3C5W7Cg7E2_8mQYM-fAdM0W1n1m2aANeXl&refId=LJexHM9%2FRbN45VVpEWnUsA%3D%3D&trackingId=WqbS72wQN3hnsKQrt2oaSw%3D%3D&trk=flagship3_search_srp_jobs,,
"Office Administrator
Office Administrator",LTS Device Technologies,"Netanya, Center District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4395683193/?eBP=CwEAAAGdqrXN754GYF7QomFYgzbP3ndlcRSmUkdq4Gbl6YVKP4pEnXtMIr7uqDXAksPtY6cCIRitm5Yuc9LzqFFUK_4x_NTMHP8QxeTIN2_E-bbDxappqMzmyjd5UyzLbklVr_EetR1rfP5UZNaJxREpPjunJGpRdeShEl89qXgsa0d4H8Hpek9Ng_eFyVqZws8ioJdTkWxyR0yyaa5Cai1_-28uzHP_ZHUMImuy-2xvM1NSvVt5GjKm1xgK4ZE7XUi5ZxXY2xBSyZBRQONSwdHpAXqfMu60FHjkldyeE5jyJJ4wzgtIqZf0VAOOzrlL6pnmM0adaYGkumsRGVjtjFdnDgLPGrXfWA6uw3wAK54tHcqkPJXIquQQoI5Rfm7Pbc9i6yi0Z35qU0vZoA3wjB7qILUGXMUOJ_inE-b0sygusSbfyo8pE3M-34DNtuidUBebSxKzZq_rru60SzPgd4AnPGRXFQL1hHF7-i5d4hizxA&refId=hxe9NEqcQDPbOBaDbzw9tg%3D%3D&trackingId=xq%2BtKhQ8CLzTrjT6rmkGpg%3D%3D&trk=flagship3_search_srp_jobs,,
"Research And Development Manager
Research And Development Manager",LTS Device Technologies,"Netanya, Center District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4384061162/?eBP=CwEAAAGdqrhE4aoedrkkV6XzVaB7oZfrFEfSRJF0sxEMvbYOnSSp1dK5ylzNuyyKQVEdlVgnMIWGQcYLXS4y7vMyTdE8cQBp6yGqRMaKHQj2WrtzcnEyewXOJe-8eugFUzB8xuV9e1bkSrPkxvzD0_RYO9tid6vFCvoPegLvxCLSKBpZEYrtgnDYFY_s-nl2VnCF3KtjPI9u3qVEIAFeYzk-zTGUba8zKou7pVkcoBn8niGqv2-zKTSH3smE-XINOMMzTZATlrLMOhFhrguRNNJmI_H_qU1YSvqjUqy5vnmiTvPCZ83PtwjaR52g5U-65ljU0ziwA_0CWCN5KLMGZ9jEQiD-Y-fqGEDWIplZOLtFGg99-I8d52RibJKg_szZ7w3Ja0EOTG8B5tAv8ysNI8Tx8oAepSHScYy8g2JEUHffgWBpoL0DzNl0FkYMcjZs6hmDrWRE0B4Dtw84VNkP_rs1bP6HdRasX_qraCJaFBysoUVQ4yvNdwVE_qJzkwi6IDsnxI2DUw&refId=l6Z%2Fy3%2FxPuEiCyR1rkuCgA%3D%3D&trackingId=VvNo3CG7DiJ1K3dJEU1Gtg%3D%3D&trk=flagship3_search_srp_jobs,,
"Quality Control Inspector
Quality Control Inspector",LTS Device Technologies,"Netanya, Center District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4385022941/?eBP=CwEAAAGdqrh4xkmzvh9mC1MM2NuNIm99TMEt98X-6dx5nk4RyKYBjcjggIBt4fPKofh_RtvEwgvysVqxoHWQt-8QcgxCj6oqDX_-CY0ywin7eZr2r1-jMDEo8e2_R2RwIhEqe0XrxJ-_udCYkKhPPJFUaIAvLbdWZgja3tb4d0Gx0kjhheRNIco8upeiUJVsD6npNhUxYLD6xMcpKm6cov1zw2eBo-JTv4axqdIbLd8qpCsy0pESjMT-h1iF8lm4HbrwBnct7K0RXhTx2SeRyH3htwAWtIGIpPT99ECPttzxHGtXDYX5NhbmgMgJbpYwEhbAoi_1yK9QwHmV99Com9DOnbodS3DdbYsHZaE6aE0D3k2li6ttqe2MKzvhtmyTP6S-h3eX9dI1AGQbzDXdVidhgsMHDh_1Pto7a6RsfGBe_LrSyV-fR1j4ik1H1z2biC9Pvii7ZJRmdI9rswkQoOgFmolBFy9roFHH190KLj8&refId=9IcglT0qker8DLSvr4pT%2Fg%3D%3D&trackingId=xzS5uuZQoka0spmYpwBAEg%3D%3D&trk=flagship3_search_srp_jobs,,
"Mechanical Engineer
Mechanical Engineer",LTS Device Technologies,"Netanya, Center District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4401291530/?eBP=CwEAAAGdqripUFwPJgZcv-_ZaqXAA-mIZdrRYL6UosDIDbP7y69xizVzEccD7BNs1tQo12otDJJVMEeEaaw79ghPpZ1S0K7BJFdyISMrMY21NUo49pUUhaaTSpwI3HsS01tRTjYFAzxy-4xsTDJXNZpZvms3AtEdS03KEdvgmZg8ZExoyUMP85Ju9W9LDhD8oE7IEIta5jbooYASj7h2gOCNXys_xMqEodnTCwaLYH993m9MGvuRFfo9wPrWc3izqgfONE98Nh3ySPlfslnJKU6DnNwiDKKBGcgQ2aFaNLegL5N-hxWj1hlz8y-7FPsDM-aO4jEleAEGEuYyujvnBw7PK9rWRqi5Jiq-37VyuygraT4hplKL4--emy11itChKDV9YTzewqza3-5r6l_kb6uM9WOU5exPGxz44AgKlmUP5avW_zRjroADSHNt18RvgRePf6EOhmx7wAbDJbP-KYG4hQiaGrMNMGj_3BYV&refId=9kFdNZnZLUzvrY8AE4VAbg%3D%3D&trackingId=O1x0PLlUTuUqdKW3MgL%2FhA%3D%3D&trk=flagship3_search_srp_jobs,,
"Lycored-Global Demand & Supply Planner
Lycored-Global Demand & Supply Planner with verification",Lycored,"Be'er Sheva, South District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4403869976/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=0mhrM2Cdbx9hwF%2BU0nh5ZQ%3D%3D&trackingId=NvbxPKXBpkJD8uYwbMflLw%3D%3D&trk=flagship3_search_srp_jobs,,
"Lycored-Production Engineer
Lycored-Production Engineer with verification",Lycored,"Be'er Sheva, South District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4403869977/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=l6Z%2Fy3%2FxPuEiCyR1rkuCgA%3D%3D&trackingId=71jQA0tGVYlzDHau4hdpsA%3D%3D&trk=flagship3_search_srp_jobs,,
"Head of Commercial Sales – Professional Turf & Robotics
Head of Commercial Sales – Professional Turf & Robotics with verification",Mammotion Tech,EMEA (Remote),4/20/2026,https://www.linkedin.com/jobs/view/4376064321/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=kVhHmoXT6OF%2FprXfC6qeaQ%3D%3D&trackingId=HOZlVG%2BZeCRporqzFZENZw%3D%3D&trk=flagship3_search_srp_jobs,,
"Sales Business Development
Sales Business Development with verification",Manpower,"Be'er Sheva, South District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4404060510/?eBP=CwEAAAGdqrX8tRY-uBQh00Im41Glbcy1_8aFLghjaJ64hQ9lhN_PyAx48U7kH1-OcBf1oD1sUcBjt5F7RA30Z7WI9JIQkdW4Z9GM3N7gmIaQb4sposcNb-l6OVi9nNbUi1DlfyFL7SDOuTKXJIAi0KSoe1VNfZOOg1X1YSlDSOikoCA5t4WdWajw6R2_Yd7ihnu7aAGxrPEDovbUcFMYuYLiAONrTJk0Cu8iS6kPkdqImQmDKXfTDX7rtDvPtBUilTHjbK6HLz-UXnMng5kk1rKtSbCvol5ah9e17Bp0ACdWcq3IlaW10CYY71TDtNJZIRWn79yhs5XMlUanz4LVv7j0gqvQrwsx_8uCXdsm0Byy-SxrzdnnRvXjNjyCB1TMyyucD6hldUI3D0KLrISxZXYWz3xqDH47unyD4oaF7cNs3BULxSXOZi3Dey1PBZoIE2V8SdlkhytHCXLdojI3NYXhYzW6w9pN23_KboapdzDqSteB&refId=%2FleimYtNVaJM0btftDDeng%3D%3D&trackingId=DRdbTeY0frpFFMVcVDtiIQ%3D%3D&trk=flagship3_search_srp_jobs,,
"Economist
Economist with verification",Manpower Israel,"Caesarea, Haifa District, Israel (Hybrid)",4/20/2026,https://www.linkedin.com/jobs/view/4404063085/?eBP=CwEAAAGdqrcmcM8YcKjU06yqVWWyVLbvJ31KxB9GYxD3iPf7Cl9dqAS6SVCzmiN__bfYaBqjzEs5IT2gSJ_vSXWENQw2uO9Riwh1F1je8D-5wgXWfvi3py5MPDlgkipgXzk_x8XfikuG5VchceV-wDsF7A0AG9bHnVZks_HvLIjNuHduRf5Xoh89Z6eh7mVrMiBEPJrfaXxDPldhOWjcXJJdyvKRlFFvldg7J6yGjrodUV1S-sl_Wg4SEVMqg2vf8036NF9WZ89KBBU4-ueuksjwUpbHvLAFt8ziABSWSVpnHqX7NS7uT06m2BDY8LaLoboDM4REAtOA7HShkiOnwJsOybPRPOeZ9jiJDhUEQCLeEyZKxdW2NvsTFoOpmQjAUbNkkDuJ9JP55-oReGQvu9Ax436fCdbHYCNap6jU1OM-plS8v6PRuT1qgSD9mDh-uswvlPAAhyeosW_Lph0G2tSawRrI-VTNaxdh9Q&refId=ugVhsGfPVZDyz9dn7Lk9WA%3D%3D&trackingId=Sgw99xN1L3B7%2FTUiFHVA3w%3D%3D&trk=flagship3_search_srp_jobs,,
"Executive Assistant to coo
Executive Assistant to coo with verification",Maof - מעוף,"Migdal HaEmek, North District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4404079352/?eBP=CwEAAAGdqrk40bD_Oeox6gZnPnP47v8i5h0EcZEioO87XzA7nTuYFLICiF3kIgEfctzKh44sLV0XAi_KXmsElQV1ZD_mkyJUCpZDFqD7h9E_SM9ZapBHU6XH8gxcdcwW4E1SA-kcR7aPlLiNIW6Ok5C43uBami92_UC0U-VOJvRb9AElmZ5U6wResxBwZidyiQdudHRajgD6cCCihE0a2KebIxrDYzuDA-F5VP9SW8SrregmnwtTWbEjXR6I5MYcFMcWLo40N6DgpCoGPsMYmIQ4BPkEzZzxhCW5Fi-dwfZBfESTD8PzU3do6d72K0E8zgKBIA1YTGsgBsBFrJwnyD7b7duyG0prJkKSU0F0TVwqLACTCaIEnd2EyDQxIDOzOp986lMZ6x9VSgDgrA3WxCueZ-9VQaZ9Flc8Kvnaf-hObIziRfcyNtbqpRGtC6bnKhhWXmCkI0d7-23xXa8wa3EXWaq0jEf2XEkLO4VeTjM1RTA1&refId=3PguMNj%2FsPTcgJDHtO0WnQ%3D%3D&trackingId=uYvwQxttHK4mYi%2BYMFyCYw%3D%3D&trk=flagship3_search_srp_jobs,,
"Assistant Director of Finance
Assistant Director of Finance with verification","Marriott International
1 school alum works here
1 Bar-Ilan University school alum works here
14 hours ago
Within the past 24 hours","Tel Aviv-Yafo, Tel Aviv District, Israel (On-site)",4/20/2026,https://www.linkedin.com/jobs/view/4403307736/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=5FUOZ%2Bka%2BE15s219uBi%2Fhw%3D%3D&trackingId=jt8YWoJbRPRu%2B64gej9C9w%3D%3D&trk=flagship3_search_srp_jobs,,
